crn_number,subject,course_number,title,cred_number,typekey,days,times,lockey_number,lockey,instructor,seats_number,totenrl_number
10340,PS,246.801,Govt/Pol Mid East,3,LEC,M,06:30PM- 09:15PM,144,HUM 144,Sanders R,20,11
10341,PS,260.101,Comparative Politics,3,LEC,M W,03:00PM- 04:15PM,142,HUM 142,Sanders R,20,19
10342,PS,262.101,Quant Analysis,3,LEC,M W F,10:00AM- 10:50AM,126,HUM 126,Altman J,20,20
10343,PS,302.101,International Rel,3,LEC,M W,03:00PM- 04:15PM,129,HUM 129,Aguayo J,20,8
10344,PS,305.101,Parties/Campgn/Elec,3,LEC,T R,02:00PM- 03:15PM,230,HUM 230,Staff,20,11
10346,PS,308.101,Intern Pol Economy,3,LEC,M W F,11:00AM- 11:50AM,128,HUM 128,Li X,20,12
10347,PS,317.101,Principles of Law,3,LEC,M W F,01:00PM- 01:50PM,140,HUM 140,Sarfo K,20,10
10349,PS,337.101,Administrative Law,3,LEC,M W F,12:00PM- 12:50PM,126,HUM 126,Sarfo K,20,0
10350,PS,357.101,Health Law/Policy,3,LEC,M W F,11:00AM- 11:50AM,143,HUM 143,Sarfo K,20,3
10351,PS,368.801,Ancient Pol Thought,3,LEC,M W,05:00PM- 06:15PM,126,HUM 126,Paik S,20,3
10354,PS,371.101,Amer Const Thought,3,LEC,T R,11:00AM- 12:15PM,205,HUM 205,Paik S,20,0
10356,PS,474.801,Arab League,3,LEC,T,06:30PM- 09:15PM,127,HUM 127,Ilgenfritz C,20,13
10357,PS,479.801,European Union,3,LEC,W,06:30PM- 09:15PM,145,HUM 145,Aguayo J,20,2
10358,PS,480.801,European Union,3,LEC,W,06:30PM- 09:15PM,145,HUM 145,Aguayo J,20,15
10360,PS,482.101,Non Profit Philanthr,3,LEC,T R,09:30AM- 10:45AM,126,HUM 126,Staff,20,18
11301,REC,101.101,Recreation/Leisure,3,LEC,T R,09:30AM- 10:45AM,102,DHL 102,Saville J,25,15
11302,REC,101.102,Recreation/Leisure,3,LEC,T R,11:00AM- 12:15PM,102,DHL 102,Saville J,25,0
11303,REC,101.801,Recreation/Leisure,3,LEC,M W,05:00PM- 06:15PM,102,DHL 102,Staff,25,21
11304,REC,103.101,Leadership/Group,3,LEC,T R,09:30AM- 10:45AM,154,GC 154,Witman J,20,13
,,,,,,T R,09:30AM- 10:45AM,110,GC 110E,,,0
11305,REC,103.102,Leadership/Group,3,LEC,T R,11:00AM- 12:15PM,154,GC 154,Witman J,20,8
,,,,,,T R,11:00AM- 12:15PM,110,GC 110E,,,0
11306,REC,103.103,Leadership/Group,3,LEC,T R,12:30PM- 01:45PM,154,GC 154,Witman J,20,13
,,,,,,T R,12:30PM- 01:45PM,110,GC 110E,,,0
11315,REC,200.101,Intro Ther Recreatn,3,LEC,T R,02:00PM- 03:15PM,102,DHL 102,Malcarne B,25,13
11316,REC,210.101,Rec Programming,4,LEC,M W F,10:00AM- 10:50AM,154,GC 154,Saville J,16,13
11318,REC,211.501,Rec Program LAB,0,LAB,M,11:00AM- 01:45PM,101,GH 101,Connors E,8,2
11323,REC,211.502,Rec Program LAB,0,LAB,W,11:00AM- 01:45PM,101,GH 101,Connors E,8,2
11324,REC,215.101,Prep/Prof Develop,1,LEC,F,11:00AM- 11:50AM,239,DHL 239,Saville J,20,16
11325,REC,221.101,Exp Learn/Rec,3,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Saville J,0,0
11326,REC,221.102,Exp Learn/Rec,3,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Malcarne B,0,0
11327,REC,250.101,Spec Events Prog,3,LEC,M W F,09:00AM- 09:50AM,154,GC 154,Connors E,30,26
11328,REC,331.101,Leadership Ther Rec,3,LEC,T R,12:30PM- 01:45PM,237,DHL 237,Malcarne B,20,1
11329,REC,365.801,Medical Conditions,3,LEC,M,06:30PM- 09:15PM,102,DHL 102,Rash T,20,4
11449,REC,388.101,ST Therapeutic Rec,3,LEC,T R,09:30AM- 10:45AM,110,GC 110C,Staff,20,2
,,,,,,T R,09:30AM- 10:45AM,237,DHL 237,,,0
11330,REC,401.801,Mgmt Rec/Park Facil,3,LEC,R,06:30PM- 09:15PM,102,DHL 102,Garman J,20,15
11331,REC,460.101,Dir Field Exp Comm,9,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Saville J,0,0
11332,REC,460.102,Dir Field Exp Comm,9,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Malcarne B,0,0
11333,REC,461.101,Dir Field Exp Comm,3,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Saville J,0,0
11334,REC,461.102,Dir Field Exp Comm,3,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Malcarne B,0,0
11335,REC,470.101,Dir Field Exp Ther,9,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Connors E,0,0
11336,REC,470.102,Dir Field Exp Ther,9,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Malcarne B,0,0
11337,REC,471.101,Dir Field Exp Ther,3,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Connors E,0,0
11338,REC,471.102,Dir Field Exp Ther,3,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Malcarne B,0,0
11339,REC,471.103,Dir Field Exp Ther,3,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Saville J,0,0
10396,ECE,220.101,D&A/Digital Circuits,4,L/L,T R,02:00PM- 03:15PM,129,KEC 129,Forsyth J,12,10
,,,,,,T,08:00AM- 10:45AM,124,KEC 124,,,0
10404,ECE,220.102,D&A/Digital Circuits,4,L/L,T R,02:00PM- 03:15PM,129,KEC 129,Forsyth J,12,12
,,,,,,R,08:00AM- 10:45AM,124,KEC 124,,,0
10415,ECE,310.101,D&A/Analog Circuits,4,L/L,M W F,10:00AM- 11:40AM,122,KEC 122,Kearns J,24,15
10419,ECE,332.101,Intro Signal Proces,4,L/L,M W F,08:00AM- 09:40AM,126,KEC 126,Staff,24,15
,,,,,,M W F,08:00AM- 09:40AM,124,KEC 124,,,0
10788,FCO,105.101,Rhetorical Comm,3,LEC,M W F,01:00PM- 01:50PM,228,HUM 228,Carsey K,20,15
10795,FCO,105.102,Rhetorical Comm,3,LEC,T R,09:30AM- 10:45AM,127,LS 127,Mutzabaugh E,20,6
10797,FCO,105.103,Rhetorical Comm,3,LEC,T R,11:00AM- 12:15PM,16,HUM 16,Lilley W,20,7
10798,FCO,105.104,Rhetorical Comm,3,LEC,M W F,11:00AM- 11:50AM,142,HUM 142,Amberg J,20,1
10800,FCO,105.105,Rhetorical Comm,3,LEC,T R,02:00PM- 03:15PM,21,HUM 21,Eshelman N,20,20
10802,FCO,210.101,Comm Prof Cultures,3,LEC,M W F,08:00AM- 08:50AM,143,HUM 143,Solymos B,20,10
10804,FCO,210.102,Comm Prof Cultures,3,LEC,M W F,09:00AM- 09:50AM,142,HUM 142,Solymos B,20,5
10811,FCO,210.103,Comm Prof Cultures,3,LEC,M W F,10:00AM- 10:50AM,206,HUM 206,Dunham E,20,7
10813,FCO,210.104,Comm Prof Cultures,3,LEC,M W F,11:00AM- 11:50AM,21,HUM 21,Dunham E,20,19
10817,FCO,210.105,Comm Prof Cultures,3,LEC,M W F,12:00PM- 12:50PM,9,HUM 9,Lazarus A,20,20
10818,FCO,210.106,Comm Prof Cultures,3,LEC,M W F,01:00PM- 01:50PM,205,HUM 205,Lazarus A,20,0
10819,FCO,210.107,Comm Prof Cultures,3,LEC,T R,02:00PM- 03:15PM,16,HUM 16,Magee C,20,4
10820,FCO,210.108,Comm Prof Cultures,3,LEC,T R,03:30PM- 04:45PM,9,HUM 9,Magee C,20,20
10821,FCO,215.101,Tech/Scientfc Comm,3,LEC,M W F,08:00AM- 08:50AM,9,HUM 9,Mirasol M,20,15
10823,FCO,215.102,Tech/Scientfc Comm,3,LEC,M W F,09:00AM- 09:50AM,9,HUM 9,Cutrufello G,20,2
10824,FCO,215.103,Tech/Scientfc Comm,3,LEC,M W F,10:00AM- 10:50AM,20,HUM 20,Mirasol M,20,10
10826,FCO,215.104,Tech/Scientfc Comm,3,LEC,M W F,11:00AM- 11:50AM,9,HUM 9,Cutrufello G,20,19
10827,FCO,215.105,Tech/Scientfc Comm,3,LEC,M W F,01:00PM- 01:50PM,227,CH 227,Zerbe M,20,12
10828,FCO,215.106,Tech/Scientfc Comm,3,LEC,M W F,02:00PM- 02:50PM,9,HUM 9,Zerbe M,20,10
10829,FCO,215.107,Tech/Scientfc Comm,3,LEC,M W,03:00PM- 04:15PM,9,HUM 9,Waddell S,20,4
10830,FCO,215.108,Tech/Scientfc Comm,3,LEC,T R,08:00AM- 09:15AM,9,HUM 9,Waddell S,20,3
10831,FCO,215.109,Tech/Scientfc Comm,3,LEC,T R,11:00AM- 12:15PM,9,HUM 9,Waddell S,20,4
10832,FCO,215.110,Tech/Scientfc Comm,3,LEC,T R,12:30PM- 01:45PM,16,HUM 16,Staff,20,19
10834,FCO,225.101,Interdiscplnry Comm,3,LEC,M W F,11:00AM- 11:50AM,127,LS 127,Smith E,20,2
10850,FCO,225.102,Interdiscplnry Comm,3,LEC,T R,09:30AM- 10:45AM,20,HUM 20,Cope E,20,3
10852,FCO,225.103,Interdiscplnry Comm,3,LEC,T R,11:00AM- 12:15PM,20,HUM 20,Cope E,20,8
10236,HIS,101.101,Foundation/West,3,LEC,M W F,10:00AM- 10:50AM,127,HUM 127,Krug I,25,8
10237,HIS,101.102,Foundation/West,3,LEC,M W F,11:00AM- 11:50AM,130,HUM 130,Krug I,25,8
11464,HIS,101.103,Foundation/West,3,LEC,M W F,12:00PM- 12:50PM,143,HUM 143,Scott M,25,7
10238,HIS,101.104,Foundation/West,3,LEC,M W F,01:00PM- 01:50PM,126,HUM 126,Scott M,25,23
11465,HIS,101.105,Foundation/West,3,LEC,M W F,01:00PM- 01:50PM,127,HUM 127,Krug I,25,25
10240,HIS,101.106,Foundation/West,3,LEC,T R,09:30AM- 10:45AM,144,HUM 144,Maietta J,25,24
10242,HIS,102.101,West in the World,3,LEC,M W F,09:00AM- 09:50AM,129,HUM 129,Kennedy P,25,18
10244,HIS,102.102,West in the World,3,LEC,M W F,11:00AM- 11:50AM,204,HUM 204,McAdams K,25,14
10246,HIS,102.103,West in the World,3,LEC,M W F,12:00PM- 12:50PM,230,HUM 230,Kennedy P,25,22
10247,HIS,102.104,West in the World,3,LEC,T R,09:30AM- 10:45AM,127,HUM 127,Brooks N,25,16
10248,HIS,102.105,West in the World,3,LEC,T R,11:00AM- 12:15PM,230,HUM 230,Brooks N,25,15
10249,HIS,111.101,American Civ I,3,LEC,M W F,08:00AM- 08:50AM,144,HUM 144,Sheeler T,25,11
10250,HIS,111.102,American Civ I,3,LEC,M W F,09:00AM- 09:50AM,230,HUM 230,Doutrich P,25,20
10251,HIS,111.103,American Civ I,3,LEC,M W F,11:00AM- 11:50AM,141,HUM 141,Doutrich P,25,5
10252,HIS,111.104,American Civ I,3,LEC,M W F,02:00PM- 02:50PM,128,HUM 128,Vasellas J,25,22
10253,HIS,111.105,American Civ I,3,LEC,M W,03:00PM- 04:15PM,126,HUM 126,Vasellas J,25,10
10254,HIS,111.106,American Civ I,3,LEC,T R,09:30AM- 10:45AM,130,HUM 130,Levy P,25,7
10255,HIS,111.107,American Civ I,3,LEC,T R,11:00AM- 12:15PM,126,HUM 126,Levy P,25,24
10256,HIS,111.108,American Civ I,3,LEC,T R,12:30PM- 01:45PM,130,HUM 130,Sheeler T,25,2
10257,HIS,111.109,American Civ I,3,LEC,T R,02:00PM- 03:15PM,204,HUM 204,Sheeler T,25,24
10258,HIS,112.101,American Civ II,3,LEC,M W F,10:00AM- 10:50AM,129,HUM 129,Brooks C,25,1
10259,HIS,112.102,American Civ II,3,LEC,M W F,12:00PM- 12:50PM,127,HUM 127,Brooks C,25,23
10260,HIS,112.103,American Civ II,3,LEC,M W F,01:00PM- 01:50PM,144,HUM 144,Brooks C,25,7
10261,HIS,112.104,American Civ II,3,LEC,T R,08:00AM- 08:50AM,143,HUM 143,Kerr J,25,25
10262,HIS,112.105,American Civ II,3,LEC,T R,09:30AM- 10:45AM,141,HUM 141,Kerr J,25,21
10263,HIS,112.106,American Civ II,3,LEC,T R,11:00AM- 12:15PM,128,HUM 128,Greene-Kelly J,25,15
10264,HIS,112.107,American Civ II,3,LEC,T R,12:30PM- 01:45PM,126,HUM 126,Greene-Kelly J,25,10
10265,HIS,112.108,American Civ II,3,LEC,T R,02:00PM- 03:15PM,129,HUM 129,Ellsworth B,25,24
10266,HIS,112.109,American Civ II,3,LEC,T R,02:00PM- 03:15PM,236,CH 236,Greene-Kelly J,25,0
10267,HIS,112.110,American Civ II,3,LEC,T R,03:30PM- 04:45PM,142,HUM 142,Ellsworth B,25,21
10268,HIS,112.801,American Civ II,3,LEC,T R,05:00PM- 06:15PM,129,HUM 129,Mummert J,25,21
10269,HIS,121.801,World History I,3,LEC,W,06:30PM- 09:15PM,127,HUM 127,Gyenes S,30,7
10270,HIS,200.101,Methods/Theory Hist,3,LEC,T R,11:00AM- 12:15PM,127,HUM 127,McAdams K,20,18
10271,HIS,320.101,Europe after 1914,3,LEC,M W,03:00PM- 04:15PM,141,HUM 141,Scott M,20,0
10272,HIS,333.101,British Empire,3,LEC,M W F,11:00AM- 11:50AM,206,HUM 206,Kennedy P,20,20
10273,HIS,353.101,The Jacksonian Era,3,LEC,T R,09:30AM- 10:45AM,207,HUM 207,Doutrich P,20,19
11461,HIS,364.101,Civil War & Recon,3,LEC,M W F,02:00PM- 02:50PM,126,HUM 126,Brooks C,20,10
10275,HIS,365.101,Emerg Mod America,3,LEC,T R,02:00PM- 03:15PM,145,HUM 145,Levy P,20,18
11463,HIS,371.101,Amer Const Thought,3,LEC,T R,11:00AM- 12:15PM,205,HUM 205,Paik S,20,13
10276,HIS,409.801,Middle Ages in Film,3,LEC,T,06:30PM- 09:15PM,141,HUM 141,Krug I,20,9
10277,HIS,441.101,Native American Hist,3,LEC,T R,12:30PM- 01:45PM,143,HUM 143,Doutrich P,20,20
10278,HIS,499.101,History Seminar,3,LEC,M W F,01:00PM- 01:50PM,130,HUM 130,Kennedy P,20,7
10887,INT,101.101,Intro Indo/Eur,3,LEC,M W F,12:00PM- 12:50PM,142,HUM 142,Kauffman C,35,31
10888,INT,101.801,Intro Indo/Eur,3,LEC,T,06:30PM- 09:15PM,142,HUM 142,Kauffman C,35,35
10890,INT,201.101,Intro World Lang,3,LEC,M W F,01:00PM- 01:50PM,142,HUM 142,Kauffman C,35,22
10283,INT,143.101,Intro Africa,3,LEC,M W F,09:00AM- 09:50AM,128,HUM 128,Sarfo K,40,29
10285,INT,143.102,Intro Africa,3,LEC,M W F,10:00AM- 10:50AM,230,HUM 230,Sarfo K,40,1
10286,INT,144.101,Intro East Asia,3,LEC,M W F,12:00PM- 12:50PM,130,HUM 130,Li X,40,4
10288,INT,144.102,Intro East Asia,3,LEC,T R,11:00AM- 12:15PM,206,HUM 206,Li X,40,7
10289,INT,145.101,Intro Latin America,3,LEC,T R,11:00AM- 12:15PM,129,HUM 129,Aguayo J,40,14
10291,INT,145.102,Intro Latin America,3,LEC,T R,02:00PM- 03:15PM,206,HUM 206,Aguayo J,40,19
10292,INT,147.101,Intro Russia,3,LEC,M W,03:00PM- 04:15PM,128,HUM 128,Kostyleff V,40,13
10294,INT,147.801,Intro Russia,3,LEC,M,06:30PM- 09:15PM,126,HUM 126,Kostyleff V,40,19
10583,SCM,240.101,Logistics,3,LEC,M W,03:00PM- 04:15PM,404,WBC 404,Raja M,30,24
10576,SCM,300.101,Operations Mgmt,3,LEC,M W F,09:00AM- 09:50AM,408,WBC 408,Neve B,25,12
10577,SCM,300.102,Operations Mgmt,3,LEC,M W F,10:00AM- 10:50AM,225,WBC 225,Neve B,25,4
10578,SCM,300.103,Operations Mgmt,3,LEC,T R,09:30AM- 10:45AM,408,WBC 408,Raja M,25,9
10579,SCM,300.104,Operations Mgmt,3,LEC,T R,11:00AM- 12:15PM,127,LS 127,Raja M,25,24
10580,SCM,300.801,Operations Mgmt,3,LEC,T,06:30PM- 09:15PM,127,LS 127,Jacobs W,25,12
10581,SCM,320.101,Lean Systems,3,LEC,T R,08:00AM- 09:15AM,310,WBC 310,Greisler D,25,8
10582,SCM,485.101,Special Studies/SCM,3,LEC,T R,02:00PM- 03:15PM,310,WBC 310,Greisler D,30,19
11016,RUS,101.101,Elem Russian I,3,LEC,M W F,01:00PM- 01:50PM,204,HUM 204,Kostyleff V,25,23
10604,CJA,101.101,Intro Crim Justice,3,LEC,M W,03:00PM- 04:15PM,302,LS 302,Scheidegger A,35,14
10605,CJA,101.102,Intro Crim Justice,3,LEC,T R,09:30AM- 10:45AM,302,LS 302,Inch T,35,12
10606,CJA,101.103,Intro Crim Justice,3,LEC,T R,12:30PM- 01:45PM,302,LS 302,Inch T,35,1
10607,CJA,101.104,Intro Crim Justice,3,LEC,T R,02:00PM- 03:15PM,311,LS 311,Scheidegger A,35,27
10608,CJA,110.101,Juvenile Delinquncy,3,LEC,T R,09:30AM- 10:45AM,311,LS 311,Hanbury B,35,10
10614,CJA,110.102,Juvenile Delinquncy,3,LEC,T R,11:00AM- 12:15PM,311,LS 311,Hanbury B,35,33
10615,CJA,203.101,Ethical Issues/CJ,3,LEC,M W F,01:00PM- 01:50PM,302,LS 302,Verrecchia P,25,17
10617,CJA,203.102,Ethical Issues/CJ,3,LEC,M W F,02:00PM- 02:50PM,302,LS 302,Verrecchia P,25,7
10618,CJA,230.101,Criminalistics,4,LEC,M W F,10:00AM- 10:50AM,304,LS 304,Opel K,28,9
10621,CJA,231.501,Criminalistics Lab,0,LAB,M,06:30PM- 09:15PM,210,CH 210,Oleyar C,14,3
10623,CJA,231.502,Criminalistics Lab,0,LAB,T,06:30PM- 09:15PM,210,CH 210,Negherbon R,14,0
10624,CJA,234.101,Law Enforcement,3,LEC,T R,02:00PM- 03:15PM,304,LS 304,Inch T,35,22
10626,CJA,302.101,Criminal Law,3,LEC,M W F,12:00PM- 12:50PM,311,LS 311,Mastrocinque J,30,17
10627,CJA,302.102,Criminal Law,3,LEC,M W F,01:00PM- 01:50PM,304,LS 304,Mastrocinque J,30,3
10629,CJA,305.801,Crim Investigation,3,LEC,W,06:30PM- 09:15PM,302,LS 302,Inch T,35,23
10630,CJA,310.801,Victimology,3,LEC,T,06:30PM- 09:15PM,302,LS 302,Hanbury B,35,7
10631,CJA,314.101,Organized Crime,3,LEC,T R,03:30PM- 04:45PM,312,LS 312,Staub M,30,4
10632,CJA,336.101,Judicial Process,3,LEC,T R,02:00PM- 03:15PM,232,CH 232,Mastrocinque J,30,8
10633,CJA,337.801,Punishmnt/Correctns,3,LEC,M W,05:00PM- 06:15PM,312,LS 312,Doll C,30,3
10634,CJA,341.101,Criminal Procedure,3,LEC,T R,12:30PM- 01:45PM,304,LS 304,Staub M,35,5
10636,CJA,360.101,Exp Learn/Crim Just,3,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Hanbury B,0,0
10638,CJA,360.102,Exp Learn/Crim Just,3,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Ling E,0,0
10640,CJA,360.103,Exp Learn/Crim Just,3,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Verrecchia P,0,0
10642,CJA,360.104,Exp Learn/Crim Just,3,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Scheidegger A,0,0
10643,CJA,361.101,Exp Learn/Crim Just,3,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Scheidegger A,0,0
10646,CJA,362.101,Crime Scene Process,3,LEC,M W F,09:00AM- 09:50AM,128,LS 128,Opel K,12,7
11454,CJA,372.101,Cap Punishmnt/Law,3,LEC,T R,11:00AM- 12:15PM,302,CH 302,Mastrocinque J,30,25
10648,CJA,375.801,App Comm Engagemnt,3,LEC,M,06:30PM- 09:15PM,310,LS 310,Scheidegger A,0,0
10666,CJA,377.101,Research Methods,3,LEC,T R,09:30AM- 10:45AM,301,CH 301,Scheidegger A,20,4
10668,CJA,377.102,Research Methods,3,LEC,T R,11:00AM- 12:15PM,310,LS 310,Scheidegger A,20,11
10670,CJA,378.101,Theories Crime/Del,3,LEC,M W,03:00PM- 04:15PM,311,LS 311,Ling E,25,4
10672,CJA,378.102,Theories Crime/Del,3,LEC,T R,11:00AM- 12:15PM,302,LS 302,Ling E,25,12
10673,CJA,386.101,Death Investigation,3,LEC,T R,02:00PM- 03:15PM,302,LS 302,Hanbury B,30,8
10674,CJA,396.101,CJA Statistics,3,LEC,M W F,08:00AM- 08:50AM,302,LS 302,Verrecchia P,20,4
10675,CJA,396.102,CJA Statistics,3,LEC,M W F,09:00AM- 09:50AM,302,LS 302,Verrecchia P,20,20
10676,CJA,491.101,Senior Seminar,3,LEC,T R,09:30AM- 10:45AM,331,LS 331,Ling E,15,14
10677,CJA,491.102,Senior Seminar,3,LEC,T R,02:00PM- 03:15PM,331,LS 331,Ling E,15,2
10602,BEH,260.101,Statistics,3,LEC,M W F,11:00AM- 11:50AM,312,LS 312,Verrecchia P,30,1
10603,BEH,260.801,Statistics,3,LEC,M W,05:00PM- 06:15PM,311,LS 311,Rose W,30,9
11456,BEH,260.802,Statistics,3,LEC,W,06:30PM- 09:15PM,301,LS 301,Staff,30,22
10678,GER,100.101,Perspectives/Aging,3,LEC,T R,11:00AM- 12:15PM,312,LS 312,Ligon M,25,9
10679,GER,215.101,Social Aspcts/Aging,3,LEC,M W,03:00PM- 04:15PM,312,LS 312,Ligon M,30,12
10680,GER,312.101,Psyc Aspects/Aging,3,LEC,T R,02:00PM- 03:15PM,312,LS 312,Ligon M,30,8
10682,GER,320.101,Work/Older Adults,3,LEC,T R,09:30AM- 10:45AM,335,LS 335,Ligon M,15,14
10683,GER,330.101,Death/Dying/Bereav,3,LEC,T R,12:30PM- 01:45PM,335,LS 335,Harrop-Stein C,15,4
11453,GER,491.101,Validation Method I,3,LEC,F,12:00PM- 03:00PM,335,LS 335,Klotz S,12,6
,,,,,,,,,,Ligon M,,0
10218,MAT,102.101,Prelim Math/Prob Solv,3,LEC,M W F,11:00AM- 11:50AM,227,CH 227,Orwig J,20,12
10219,MAT,102.102,Prelim Math/Prob Solv,3,LEC,T R,09:30AM- 10:45AM,103,GH 103,Downs L,20,13
10220,MAT,104.101,Algebra Recitation,1,LEC,W,10:00AM- 10:50AM,205,CH 205,Breault H,20,18
10221,MAT,104.102,Algebra Recitation,1,LEC,W,11:00AM- 11:50AM,205,CH 205,Breault H,20,7
10225,MAT,104.103,Algebra Recitation,1,LEC,W,12:00PM- 12:50PM,205,CH 205,Johnson E,20,11
10227,MAT,105.101,College Algebra,4,LEC,M W F,09:00AM- 09:50AM,102,LS 102,DeMarco L,20,6
,,,,,,M,02:00PM- 02:50PM,102,LS 102,,,0
10230,MAT,105.102,College Algebra,4,LEC,M W F,10:00AM- 10:50AM,102,LS 102,DeMarco L,20,11
,,,,,,W,02:00PM- 02:50PM,102,LS 102,,,0
10234,MAT,105.103,College Algebra,4,LEC,M W F,01:00PM- 01:50PM,102,LS 102,DeMarco L,20,13
,,,,,,M,03:00PM- 03:50PM,102,LS 102,,,0
10235,MAT,105.104,College Algebra,4,LEC,T R,08:00AM- 09:15AM,231,CH 231,Zmolek B,20,0
,,,,,,R,02:00PM- 02:50PM,140,HUM 140,,,0
10239,MAT,105.105,College Algebra,4,LEC,T R,09:30AM- 10:45AM,304,CH 304,Cybularz D,20,14
,,,,,,M,01:00PM- 01:50PM,304,CH 304,,,0
10241,MAT,105.106,College Algebra,4,LEC,T R,11:00AM- 12:15PM,303,CH 303,Cybularz D,20,20
,,,,,,M,02:00PM- 02:50PM,303,CH 303,,,0
10243,MAT,105.107,College Algebra,4,LEC,T R,11:00AM- 12:15PM,101,GH 101,Breault H,20,12
,,,,,,R,12:30PM- 01:20PM,101,GH 101,,,0
10245,MAT,107.101,Hist Codes/Ciphers,3,LEC,T R,09:30AM- 10:45AM,205,CH 205,Bauer C,20,8
10284,MAT,108.101,Precalculus,3,LEC,T R,08:00AM- 09:15AM,221,CH 221,Orwig J,30,11
10287,MAT,111.101,Cr Thnkg/Prob Solv,3,LEC,M W F,10:00AM- 10:50AM,304,WBC 304,O'Brien R,25,0
10290,MAT,111.102,Cr Thnkg/Prob Solv,3,LEC,M W F,12:00PM- 12:50PM,127,LS 127,Forry S,25,6
10295,MAT,111.103,Cr Thnkg/Prob Solv,3,LEC,T R,12:30PM- 01:45PM,221,CH 221,Deppen S,25,6
10297,MAT,111.104,Cr Thnkg/Prob Solv,3,LEC,T R,02:00PM- 03:15PM,15,HUM 15,Kaplan D,25,20
10299,MAT,111.105,Cr Thnkg/Prob Solv,3,LEC,T R,03:30PM- 04:45PM,223,CH 223,Kotzman C,25,1
10302,MAT,111.106,Cr Thnkg/Prob Solv,3,LEC,T R,03:30PM- 04:45PM,301,CH 301,Deppen S,25,6
10304,MAT,115.101,Math Foundations,3,LEC,M W F,09:00AM- 09:50AM,228,CH 228,Forry S,25,21
10307,MAT,115.102,Math Foundations,3,LEC,M W F,10:00AM- 10:50AM,229,CH 229,Forry S,25,20
10311,MAT,115.103,Math Foundations,3,LEC,M W F,11:00AM- 11:50AM,102,LS 102,DeMarco L,25,15
10313,MAT,120.101,Applied Calculus,3,LEC,M W F,08:00AM- 08:50AM,103,GH 103,Scholle T,30,26
10317,MAT,120.102,Applied Calculus,3,LEC,M W F,10:00AM- 10:50AM,101,GH 101,Scholle T,30,16
10318,MAT,120.103,Applied Calculus,3,LEC,T R,09:30AM- 10:45AM,101,GH 101,Breault H,30,10
10320,MAT,120.104,Applied Calculus,3,LEC,T R,11:00AM- 12:15PM,301,CH 301,Logan L,30,26
10322,MAT,120.105,Applied Calculus,3,LEC,T R,12:30PM- 01:45PM,301,CH 301,Logan L,30,4
10323,MAT,120.106,Applied Calculus,3,LEC,T R,12:30PM- 01:45PM,231,CH 231,O'Brien R,30,21
10326,MAT,120.107,Applied Calculus,3,LEC,T R,03:30PM- 04:45PM,317,WOLF 317,Raab J,30,5
10328,MAT,150.101,Data/Decision Making,3,LEC,T R,12:30PM- 01:45PM,317,WOLF 317,Raab J,30,19
10330,MAT,150.102,Data/Decision Making,3,LEC,T R,02:00PM- 03:15PM,317,WOLF 317,Raab J,30,2
10331,MAT,150.801,Data/Decision Making,3,LEC,T R,05:00PM- 06:15PM,229,CH 229,Kotzman C,30,8
10333,MAT,171.101,Calculus I,4,LEC,M W F,09:00AM- 10:10AM,301,CH 301,Gipe J,25,6
10335,MAT,171.102,Calculus I,4,LEC,M W F,10:00AM- 11:10AM,103,GH 103,Rose W,25,6
10394,MAT,171.103,Calculus I,4,LEC,M W F,12:00PM- 01:10PM,301,CH 301,Gipe J,25,20
10405,MAT,171.104,Calculus I,4,LEC,T R,12:30PM- 02:10PM,302,CH 302,Babcock B,25,7
10403,MAT,171.801,Calculus I,4,LEC,M W,05:00PM- 06:40PM,227,CH 227,Kaplan D,25,13
10406,MAT,171.802,Calculus I,4,LEC,T R,06:30PM- 08:10PM,103,CH 103,Kaplan D,25,23
10407,MAT,172.101,Calculus II,4,LEC,M W F,10:00AM- 11:10AM,304,CH 304,Johnson E,25,10
10409,MAT,172.102,Calculus II,4,LEC,M W F,01:00PM- 02:10PM,205,CH 205,Johnson E,25,5
10412,MAT,235.101,Discrete Math,3,LEC,T R,08:00AM- 09:15AM,227,CH 227,Bauer C,20,20
10418,MAT,250.101,Statistics,3,LEC,T R,02:00PM- 03:15PM,301,CH 301,Deppen S,30,0
10420,MAT,260.101,Linear Algebra I,3,LEC,M W,03:00PM- 04:15PM,231,CH 231,Butler F,30,1
10423,MAT,272.101,Diff Equations,4,LEC,M W,10:00AM- 11:40AM,231,CH 231,Butler F,25,20
